"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","perp.cat"
"237",199905000002,1999,5,0,"",0,"",217,"United States",1,"North America","Washington (U.S. State)","Cle Elum",47.19504,-120.939419,3,1,"at chip mill in Cle Elum, WA","05/00/1999: Unknown perpetrators set fire to a log loader at a chip mill near Cle Elum, Washington in the United States.  There were no casualties reported in the incident, but the loader was destroyed, costing the mill $65,000.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",5,"Industrial/Textiles/Factory","chip mill","log loader at chip mill near Cle Elum, WA",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","The specific motive is unknown.",0,NA,NA,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",65000,"loader destroyed",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","Bryan Denson and James Long, ""Eco-terrorism casts shadow over Western states,"" The Star-Ledger, Newark, NJ, November 25, 1999.","Bryan Denson and James Long, ""First of four articles; Saboteurs Wage Violent War Over Environment,"" Newshouse News Service, October 12, 1999.","","Eco Project 2010",-9,-9,0,-9,"","eco-terror"
"238",199905010004,1999,5,1,"",0,"",217,"United States",1,"North America","New Mexico (U.S. State)","Albuquerque",35.08418,-106.648639,1,0,"Fire ignited at front door","5/1/1999: Ricky Lee McDonald ignited a fire at the Planned Parenthood of New Mexico clinic in Albuquerque, New Mexico, United States.  There were no casualties, but the abortion clinic sustained $5,000 in damages.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",5,"Abortion Related",40,"Clinics","Planned Parenthood","Planned Parenthood of New Mexico",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","To protest the practice of abortion and to sabotage abortion facilities operating in Wisconsin.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Gasoline used as an accelerant",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",5000,"Front door destroyed and outside walls scorched",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Six weeks earlier, Ricky Lee McDonald ignited a fire at the same abortion clinic (199903160003).","Chaka Ferguson, ""Police Arrest Man in Abortion Clinic Fire,"" Associated Press, May 3, 1999.","""Police Arrest Man in Abortion Clinic Fire,"" Associated Press, May 4, 1999.","""Man Held in Abortion Clinic Fire Investigated in Other Incidents.  No One Hurt in NM Attack; Federal Agents Launch Inquiry,"" Dallas Morning News, May 2, 1999.","Anti-Abortion Project 2010",-9,-9,0,-9,"","anti-abortion"
"239",199905090005,1999,5,9,"",0,"",217,"United States",1,"North America","Oregon (U.S. State)","Eugene",44.04992,-123.088544,1,0,"at Childers Meat Company at 29476 Airport Road in Eugene, OR","05/09/1999: Six members of the Animal and Earth Liberations Fronts (ALF and ELF),  Jacob Ferguson, Stanislas Meyerhoff, Kevin Tubbs, Josephine Overaker, Chelsea Gerlach, and a sixth individual, placed two incendiary devices on the exterior of the office of the Childers Meat Company in Eugene, Oregon in the United States.  One incendiary was placed in the southwest corner of the entrance alcove and the second one on the west side between two buildings.  The blasts caused the building to be completely destroyed, with damage estimated at $1,177,000.  There were no casualties in the incident.  On May 27, the perpetrators sent out a communiqué, claiming responsibility for the arson in the name of ""ALF,"" stating that the devices were purposefully placed near a natural gas line, and that ""As long as companies continue to operate and profit off of Mother Earth and Her sentient beings, the Animal Liberation Front will continue to target these operations and their insurance companies until they are all out of business.""  The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",5,"Industrial/Textiles/Factory","Childers Meat Company","meat company in Eugene, OR",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","The Family","Earth Liberation Front (ELF)","The Family","","","The group was against operation and profit from ""Mother Earth and Her sentient beings;""  protest of the meat and dairy industry's treatment of cows.",0,0,NA,6,4,1,1,"Letter",0,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","four containers of a diesel and gasoline mixture, placed at two locations in the office, ignited via timed ignition devices.",0,0,0,0,0,0,1,2,"Major (likely > $1 million but < $1 billion)",1177000,"building destroyed",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Incident occurred at about 3:10am.  The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period.  Ferguson became a government witness and in return, was sentenced to 2 years probation for his crimes during this 6 year period.  Tubbs was sentenced to 12 years and 7 months in prison; Meyerhoff was sentenced to 13 years in prison; Gerlach was sentenced to 9 years; Overtaker remained fugitive. The sixth perpetrator's name had not been released because he/she had not yet been indicted as of 2007.","U.S. Government’s Sentencing Memorandum for CR 06-60069, CR 06-60070, CR 06-60071, CR 06-60078, CR 06-60079, CR 06-60080, CR 06-60120, CR 06-60122, CR 06-60123, CR 06-60124, CR06-60125, and CR 06-60126. U.S. District Court: District of Oregon, Eugene, 2007.","FBI, ""Terrorism in the United States: 1999,"" Counterterrosism Threat Assessment and Warning Unit, Counterterrorism Division, FBI, DOJ, 1999.","Eric Collins, ""Animal Rights Group Says It Started Fire at Oregon Meat Plant,"" The Register Guard, June 1, 1999.","Eco Project 2010",0,1,0,1,"","eco-terror"
"240",199906180002,1999,6,18,"",0,"",217,"United States",1,"North America","California (U.S. State)","Sacramento",38.579065,-121.491014,1,0,"","06/18/1999: Arsonists attacked the B'nai Israel synagogue in downtown Sacramento, California, U.S.A.. This was the first of three attacks launched within minutes of each other on synagogues in the Sacramento area. This fire damaged the synagogue, but no casualties were reported. Propaganda fliers left at the scene of the blast blamed the ""North Atlantic Terrorist Organization"" and ""Jewsmedia"" for the war in Kosovo.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",15,"Religious Figures/Institutions",86,"Place of Worship","Judaism","The B'nai Israel Synagogue in Sacramento, California",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The perpetrators blamed Jewish media leaders for the war in Kosovo.",0,NA,NA,NA,0,1,5,"Note left at scene",NA,NA,"",NA,NA,"",-9,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Three synagogues firebombed in California,"" Agence France Presse, June 18, 1999.","""Three synagogues set on fire in Sacramento area,"" The Associated Press, June 18, 1999.","","CETIS",-9,-9,0,-9,"199906180003, 199906180004","anti-Jew"
"241",199906180003,1999,6,18,"",0,"",217,"United States",1,"North America","California (U.S. State)","Carmichael",38.617127,-121.328284,1,0,"","06/18/1999: Unknown arsonists attacked Congregation Beth Shalom synagogue in Carmichael, Sacramento County, California, U.S.A.. This was the second of three attacks launched within minutes of each other on synagogues in the Sacramento area. This fire damaged the synagogue, but no casualties were reported.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",15,"Religious Figures/Institutions",86,"Place of Worship","Judaism","Congregation Beth Shalom synagogue in Carmichael, California",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","Unknown",1,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"This was one of three related attacks (cf. 199906180002, 4). Propaganda fliers were left by the North Atlantic Terrorist Organization at another synagogue in the area that had been burned down on the same day as this attack.","""Three synagogues firebombed in California,"" Agence France Presse, June 18, 1999.","""Three synagogues set on fire in Sacramento area,"" The Associated Press, June 18, 1999.","","CETIS",-9,-9,0,-9,"199906180002, 199906180004","anti-Jew"
"242",199906180004,1999,6,18,"",0,"",217,"United States",1,"North America","California (U.S. State)","Arden-Arcade",38.586157,-121.39274,1,0,"","06/18/1999: Unknown arsonists attacked Kenesset Israel Torah Center synagogue in Sacramento, California, U.S.A.. This was the last of three attacks launched within minutes of each other on synagogues in the Sacramento area. This fire damaged the synagogue, but no casualties were reported.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",15,"Religious Figures/Institutions",86,"Place of Worship","Judaism","The Kenesset Israel Torah Center in Sacramento, California",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","Unknown",1,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"This was one of three related attacks (cf. 199906180002-3).  Propaganda fliers were left by the North Atlantic Terrorist Organization at another synagogue in the area that had been burned down on the same day as this attack.","""Three synagogues firebombed in California,"" Agence France Presse, June 18, 1999.","""Three synagogues set on fire in Sacramento area,"" The Associated Press, June 18, 1999.","","CETIS",-9,-9,0,-9,"199906180002, 199906180003","anti-Jew"
"243",199907010009,1999,7,1,"June 30 - July 1, 1999",0,"",217,"United States",1,"North America","California (U.S. State)","Redding",40.587515,-122.392934,1,0,"Happy Valley","7/1/1999: Mathew Williams and Tyler Williams broke into the home of Gary Matson and Winfield Scott Mowder, an openly gay couple in Redding, California, United States.  The Williams brothers shot and killed Matson and Mowder and stole Matson's credit card and car.  Mathew and Tyler Williams were both affiliated with the Christian Identity movement and shared views that Blacks, Homosexuals, and Jews were subhuman and needed to be eliminated for the survival of the White race.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",68,"Named Civilian","Homosexuals","Gary Matson and Winfield Scott Mowder",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White Extremists","","","","","","Mathew and Tyler Williams were both affiliated with the Christian Identity movement and shared views that Blacks, Homosexuals, and Jews were subhuman and needed to be eliminated for the survival of the White race.  Mathew Williams further claimed that he hoped that other Whites would be motivated by this incident to kill gay people.",0,NA,NA,2,2,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",".22 caliber semi-automatic handgun",2,2,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Credit card and car stolen",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Mathew and Tyler Williams also firebombed three synagogues and one abortion clinic in Sacramento California (199906180002, 199906180003, and 199906180004).  The Williams brothers held many racist and anti-Semitic books in their possession including literature from the World Church of the Creator.  Authorities were unsure whether the incident occurred late at night, on June 30, or early in the morning, on July 1.  Before their death Matson and Mowder were forced to leave a message on their answering machine claiming that they had gone to San Francisco.  In addition to stealing Matson's car, the brothers also purchased over $2,000 worth of ammunition and gun supplies from his credit card.  Mathew Williams confessed to the crime just before he committed suicide in 2002.  Tyler Williams pled guilty to the murder in 2003.","Sam Santon and Gary Delsohn, ""Poster Boys for the Summer of Hate,"" Salon.com, October 6, 1999. <http://www.salon.com/news/feature/1999/10/06/redding/index.html>.","Gary Delsohn and Sam Santon, ""I'm guilty of Obeying the Laws of the Creator,"" Salon.com, November 8, 1999. <http://www.salon.com/news/feature/1999/11/08/hate/index.html>.","""National Briefing | West: California: Sentence In Killings Of Gay Men,"" New York Times, March 29, 2003.","Hewitt Project",-9,-9,0,-9,"","anti-minority"
"244",199907020004,1999,7,2,"",0,"",217,"United States",1,"North America","Illinois (U.S. State)","Chicago",41.88415,-87.632409,1,0,"","07/02/1999: Perpetrator, Benjamin Nathaniel Smith, shot at 15 people leaving a Jewish temple in Chicago, Illinois, U.S.A. Six people were injured in the attack.  Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, went on to injure three and kill two more people in his three day shooting spree.  As the police closed in on Smith, he committed suicide.",1,1,1,1,2,"Other Crime Type",1,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",69,"Religion Identified","Jewish people","Jews attending temple.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","World Church of the Creator","","","","","","Unknown",0,NA,NA,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,6,6,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","FBI ""Terrorism in the United States 1999"". Counterterrorism Threat Assessment and Warning Unit, Counterterrorism Division. U.S. Department of Justice, Federal Bureau of Investigation.","Bill Hemmer, Lisa Price and Jeff Flock ""Midwest Shootings: Suspect Dead."" CNN MORNING NEWS, July 5, 1999.","","CETIS",0,0,0,0,"199907020005, 199907020006, 199907030007, 199907030008, 199907040005","anti-minority"
"245",199907020005,1999,7,2,"",0,"",217,"United States",1,"North America","Illinois (U.S. State)","Skokie",42.02634,-87.755679,1,0,"","07/02/1999: Perpetrator, Benjamin Nathaniel Smith, shot and killed Ricky Birdson in Skokie, Illinois, U.S.A. Ricky Birdson was an African American man who was walking with his family at the time of the attack.  Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide.",1,1,1,1,2,"Other Crime Type",1,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","African American Citizen","Ricky Birdson",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","World Church of the Creator","","","","","","Unknown",0,NA,NA,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","FBI ""Terrorism in the United States 1999"". Counterterrorism Threat Assessment and Warning Unit, Counterterrorism Division. U.S. Department of Justice, Federal Bureau of Investigation.","Bill Hemmer, Lisa Price and Jeff Flock ""Midwest Shootings: Suspect Dead."" CNN MORNING NEWS, July 5, 1999.","","CETIS",0,0,0,0,"199907020004, 199907020006, 199907030007, 199907030008, 199907040005","anti-minority"
"246",199907020006,1999,7,2,"",0,"",217,"United States",1,"North America","Illinois (U.S. State)","Northbrook",42.12972,-87.831564,1,0,"","07/02/1999: Perpetrator, Benjamin Nathaniel Smith, shot and injured Fu S. Lin in Northbrook, Illinois, U.S.A. Fu S. Lin was an Asian-American. Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide.",1,1,1,1,2,"Other Crime Type",1,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Asian American Citizen","Fu S. Lin",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","World Church of the Creator","","","","","","Unknown",0,NA,NA,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,1,1,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","FBI ""Terrorism in the United States 1999"". Counterterrorism Threat Assessment and Warning Unit, Counterterrorism Division. U.S. Department of Justice, Federal Bureau of Investigation.","Bill Hemmer, Lisa Price and Jeff Flock ""Midwest Shootings: Suspect Dead."" CNN MORNING NEWS, July 5, 1999.","","CETIS",0,0,0,0,"199907020004, 199907020005, 199907030007, 199907030008, 199907040005","anti-minority"
"247",199907020007,1999,7,2,"",0,"",217,"United States",1,"North America","California (U.S. State)","Sacramento",38.579065,-121.491014,1,0,"","7/2/1999: Benjamin Matthew Williams and James Tyler Williams broke into the Choice Medical Clinic in Sacramento, California, United States and ignited a fire.  There were no casualties but the abortion clinic sustained $100,000 in damages.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",5,"Abortion Related",40,"Clinics","","Choice Medical Clinic",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White Extremists","","","","","","To protest the practice of abortion and to sabotage abortion facilities operating in California.  Moreover, Mathew and Tyler Williams were both affiliated with the Christian Identity movement and shared views that Blacks, Homosexuals, and Jews were subhuman and needed to be eliminated for the survival of the White race.",0,NA,NA,2,2,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Flammable liquid poured into the facility and ignited on fire.  Aso, Molotov cocktails were thrown at the facility.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",1e+05,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The incident occurred at 3:10 AM.  The day before the incident Benjamin Matthew Williams and James Tyler Williams murdered a homosexual couple in Redding, California (199907010009).  Two weeks before the attack, the brothers set fires at three Sacramento synagogues (199906180002, 199906180003, and 199906180004).","Stacy Finz, Kevin Fagan, and Lynda Gledhill, ""Sacramento Abortion Clinic Building Attacked,"" San Francisco Chronicle, July 3, 1999.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.","","Anti-Abortion Project 2010",-9,-9,0,-9,"","anti-abortion"
